389.32,297.51
386.9,302.4
387.78,298.83
391.41,299.37
393.67,298.48
387.45,300.11
390.07,298.42
387.24,311.85
389.58,292.08
390.64,288.64
385.35,292.21
389.81,292.44
391.44,295.74
388.9,297.07
397.08,296.82
385.39,300.62
384.75,299.86
379.69,301.67
392.99,306.8
392.77,304.03
